33 495 148
34 495 146
35 495 143
36 494 142
37 493 144
38 494 144
39 493 143
40 494 143
41 494 144
42 493 147
43 495 149
62 492 163
63 479 150
64 463 129
65 443 110
66 421 93
67 401 77
68 377 66
69 352 58
70 317 51
71 288 50
72 257 55
73 226 64
74 195 79
75 164 99
76 132 125
77 103 156
78 78 189
79 57 224
80 39 258
83 13 275
84 9 271
85 6 269
86 4 272
